-0.037254	0.00221138	-0.016
-0.0371645	0.00148252	-0.015
-0.0370749	0.000757155	-0.014
-0.0370749	3.53607e-05	-0.014
-0.0370749	-0.000686434	-0.014
-0.0370749	-0.00140823	-0.014
-0.0369853	-0.00212488	-0.013
-0.0370749	-0.00285182	-0.014
-0.0370749	-0.00357361	-0.014
-0.0370749	-0.00429541	-0.014
-0.0371645	-0.00502932	-0.015
-0.0371645	-0.00575286	-0.015
-0.037254	-0.006492	-0.016
-0.0373436	-0.00723463	-0.017
-0.0367029	0.00513708	-0.018
-0.0364394	0.00437667	-0.015
-0.0362638	0.00363553	-0.013
-0.0362638	0.00291548	-0.013
-0.036176	0.00219011	-0.012
-0.0360882	0.00146823	-0.011
-0.0360882	0.000751669	-0.011
-0.0360882	3.51045e-05	-0.011
-0.0360882	-0.00068146	-0.011
-0.0360882	-0.00139802	-0.011
-0.0360882	-0.00211459	-0.011
-0.0360882	-0.00283115	-0.011
-0.0360882	-0.00354772	-0.011
-0.0360882	-0.00426428	-0.011
-0.0360882	-0.00498084	-0.011
-0.036176	-0.00571127	-0.012
-0.036176	-0.00642958	-0.012
-0.0362638	-0.00716524	-0.013
-0.0362638	-0.00788529	-0.013
-0.0363516	-0.00862617	-0.014
-0.0364394	-0.00937055	-0.015
-0.0366151	-0.0101427	-0.017
-0.0358005	0.00656306	-0.016
-0.0355423	0.00579568	-0.013
-0.0354563	0.00506334	-0.012
-0.0353702	0.00433449	-0.011
-0.0352842	0.00360912	-0.01
-0.0352842	0.0028943	-0.01
-0.0351981	0.00217417	-0.009
-0.0351981	0.00146109	-0.009
-0.0351981	0.000748011	-0.009
-0.035112	3.48482e-05	-0.008
-0.035112	-0.000676485	-0.008
-0.035112	-0.00138782	-0.008
-0.035112	-0.00209915	-0.008
-0.035112	-0.00281049	-0.008
-0.035112	-0.00352182	-0.008
-0.0351981	-0.00424353	-0.009
-0.0351981	-0.00495661	-0.009
-0.0351981	-0.00566968	-0.009
-0.0352842	-0.00639837	-0.01
-0.0352842	-0.00711319	-0.01
-0.0353702	-0.0078471	-0.011
-0.0353702	-0.00856366	-0.011
-0.0354563	-0.00930281	-0.012
-0.0355423	-0.0100454	-0.013
-0.0356284	-0.0107916	-0.014
-0.0357144	-0.0115412	-0.015
-0.0359726	-0.0123534	-0.018
-0.0351581	0.00803289	-0.017
-0.0348208	0.00723579	-0.013
-0.0347365	0.00649996	-0.012
-0.0345679	0.00575358	-0.01
-0.0344836	0.00502647	-0.009
-0.0344836	0.0043134	-0.009
-0.0343993	0.00359152	-0.008
-0.0343149	0.00287312	-0.007
-0.0343149	0.00216353	-0.007
-0.0343149	0.00145394	-0.007
-0.0342306	0.000742524	-0.006
-0.0342306	3.46774e-05	-0.006
-0.0342306	-0.000673169	-0.006
-0.0342306	-0.00138102	-0.006
-0.0342306	-0.00208886	-0.006
-0.0342306	-0.00279671	-0.006
-0.0342306	-0.00350456	-0.006
-0.0342306	-0.0042124	-0.006
-0.0343149	-0.00493237	-0.007
-0.0343149	-0.00564196	-0.007
-0.0343149	-0.00635155	-0.007
-0.0343993	-0.00707849	-0.008
-0.0343993	-0.00778982	-0.008
-0.0344836	-0.00852199	-0.009
-0.0344836	-0.00923507	-0.009
-0.0345679	-0.00997247	-0.01
-0.0346522	-0.0107134	-0.011
-0.0347365	-0.0114577	-0.012
-0.0348208	-0.0122056	-0.013
-0.0349894	-0.0129882	-0.015
-0.0351581	-0.0137779	-0.017
-0.0341819	0.0086969	-0.014
-0.0339342	0.00791731	-0.011
-0.0338516	0.00718323	-0.01
-0.0337691	0.00645263	-0.009
-0.0336865	0.00572552	-0.008
-0.0336039	0.00500189	-0.007
-0.0335214	0.00428176	-0.006
-0.0335214	0.00357391	-0.006
-0.0334388	0.00285901	-0.005
-0.0334388	0.0021529	-0.005
-0.0334388	0.0014468	-0.005
-0.0333562	0.000738866	-0.004
-0.0333562	3.45066e-05	-0.004
-0.0333562	-0.000669853	-0.004
-0.0333562	-0.00137421	-0.004
-0.0333562	-0.00207857	-0.004
-0.0333562	-0.00278293	-0.004
-0.0333562	-0.00348729	-0.004
-0.0334388	-0.00420203	-0.005
-0.0334388	-0.00490813	-0.005
-0.0334388	-0.00561423	-0.005
-0.0335214	-0.00633594	-0.006
-0.0335214	-0.00704379	-0.006
-0.0335214	-0.00775164	-0.006
-0.0336039	-0.00848032	-0.007
-0.0336039	-0.00918991	-0.007
-0.0336865	-0.00992382	-0.008
-0.0337691	-0.0106612	-0.009
-0.0338516	-0.0114021	-0.01
-0.0338516	-0.0121169	-0.01
-0.0339342	-0.0128631	-0.011
-0.0340993	-0.0136457	-0.013
-0.0342644	-0.0144353	-0.015
-0.0344296	-0.0152319	-0.017
-0.0336203	0.0101895	-0.016
-0.033297	0.00937319	-0.012
-0.0331353	0.00861287	-0.01
-0.0330545	0.00787878	-0.009
-0.0328929	0.00713067	-0.007
-0.0328121	0.0064053	-0.006
-0.0327313	0.00568342	-0.005
-0.0327313	0.00497732	-0.005
-0.0326504	0.00426067	-0.004
-0.0326504	0.00355631	-0.004
-0.0325696	0.00284489	-0.003
-0.0325696	0.00214227	-0.003
-0.0325696	0.00143965	-0.003
-0.0325696	0.000737038	-0.003
-0.0325696	3.44212e-05	-0.003
-0.0325696	-0.000668195	-0.003
-0.0325696	-0.00137081	-0.003
-0.0325696	-0.00207343	-0.003
-0.0325696	-0.00277604	-0.003
-0.0325696	-0.00347866	-0.003
-0.0325696	-0.00418128	-0.003
-0.0325696	-0.00488389	-0.003
-0.0326504	-0.00560037	-0.004
-0.0326504	-0.00630473	-0.004
-0.0326504	-0.00700909	-0.004
-0.0327313	-0.00773255	-0.005
-0.0327313	-0.00843865	-0.005
-0.0328121	-0.00916733	-0.006
-0.0328121	-0.00987518	-0.006
-0.0328929	-0.0106091	-0.007
-0.0329737	-0.0113465	-0.008
-0.0329737	-0.0120578	-0.008
-0.0330545	-0.0128005	-0.009
-0.0331353	-0.0135466	-0.01
-0.0332162	-0.0142962	-0.011
-0.0333778	-0.0150858	-0.013
-0.0335394	-0.0158824	-0.015
-0.0338627	-0.016766	-0.019
-0.0327354	0.0108623	-0.014
-0.0324982	0.010067	-0.011
-0.03234	0.00930494	-0.009
-0.0321819	0.00854985	-0.007
-0.0321028	0.00782099	-0.006
-0.0320237	0.00709563	-0.005
-0.0319447	0.00637375	-0.004
-0.0318656	0.00565535	-0.003
-0.0318656	0.00495274	-0.003
-0.0317865	0.00423957	-0.002
-0.0317865	0.0035387	-0.002
-0.0317865	0.00283783	-0.002
-0.0317074	0.00213164	-0.001
-0.0317074	0.00143251	-0.001
-0.0317074	0.00073338	-0.001
-0.0317074	3.42504e-05	-0.001
-0.0317074	-0.000664879	-0.001
-0.0317074	-0.00136401	-0.001
-0.0317074	-0.00206314	-0.001
-0.0317074	-0.00276227	-0.001
-0.0317074	-0.0034614	-0.001
-0.0317074	-0.00416053	-0.001
-0.0317865	-0.00487177	-0.002
-0.0317865	-0.00557265	-0.002
-0.0317865	-0.00627352	-0.002
-0.0318656	-0.00699174	-0.003
-0.0318656	-0.00769436	-0.003
-0.0319447	-0.00841781	-0.004
-0.0319447	-0.00912217	-0.004
-0.0320237	-0.00985085	-0.005
-0.0320237	-0.010557	-0.005
-0.0321028	-0.0112909	-0.006
-0.0321819	-0.0120283	-0.007
-0.0321819	-0.0127379	-0.007
-0.0322609	-0.0134805	-0.008
-0.03234	-0.0142266	-0.009
-0.0324191	-0.0149762	-0.01
-0.0324982	-0.0157293	-0.011
-0.0326563	-0.0165259	-0.013
-0.0328144	-0.0173295	-0.015
-0.0320121	0.0115841	-0.014
-0.0317028	0.0107573	-0.01
-0.0315482	0.00999352	-0.008
-0.0313935	0.00923669	-0.006
-0.0313162	0.00850783	-0.005
-0.0311615	0.0077632	-0.003
-0.0311615	0.00706059	-0.003
-0.0310842	0.00634219	-0.002
-0.0310069	0.00562729	-0.001
-0.0310069	0.00492816	-0.001
-0.0309296	0.00421848	0
-0.0309296	0.0035211	0
-0.0309296	0.00282371	0
-0.0309296	0.00212632	0
-0.0308522	0.00142536	0.001
-0.0308522	0.000729722	0.001
-0.0308522	3.40795e-05	0.001
-0.0308522	-0.000661563	0.001
-0.0308522	-0.00135721	0.001
-0.0308522	-0.00205285	0.001
-0.0309296	-0.00275538	0
-0.0309296	-0.00345277	0
-0.0309296	-0.00415015	0
-0.0309296	-0.00484754	0
-0.0309296	-0.00554492	0
-0.0310069	-0.00625791	-0.001
-0.0310069	-0.00695704	-0.001
-0.0310842	-0.00767527	-0.002
-0.0310842	-0.00837614	-0.002
-0.0311615	-0.00909959	-0.003
-0.0311615	-0.00980221	-0.003
-0.0312389	-0.0105309	-0.004
-0.0312389	-0.0112353	-0.004
-0.0313162	-0.0119692	-0.005
-0.0313935	-0.0127066	-0.006
-0.0314708	-0.0134475	-0.007
-0.0314708	-0.014157	-0.007
-0.0315482	-0.0149032	-0.008
-0.0316255	-0.0156528	-0.009
-0.0317801	-0.0164459	-0.011
-0.0318575	-0.0172042	-0.012
-0.0320121	-0.0180095	-0.014
-0.0322441	-0.018867	-0.017
-0.0312133	0.0122761	-0.013
-0.0309865	0.0114721	-0.01
-0.0307598	0.0106786	-0.007
-0.0306087	0.00992004	-0.005
-0.0304575	0.00916843	-0.003
-0.0303819	0.00844481	-0.002
-0.0303064	0.00772467	-0.001
-0.0302308	0.00700802	0
-0.0302308	0.00631064	0
-0.0301552	0.00559922	0.001
-0.0301552	0.00490358	0.001
-0.0300796	0.00419739	0.002
-0.0300796	0.00350349	0.002
-0.0300796	0.00280959	0.002
-0.0300796	0.00211569	0.002
-0.0300796	0.00142179	0.002
-0.0300796	0.000727893	0.002
-0.0300796	3.39941e-05	0.002
-0.0300796	-0.000659905	0.002
-0.0300796	-0.0013538	0.002
-0.0300796	-0.0020477	0.002
-0.0300796	-0.0027416	0.002
-0.0300796	-0.0034355	0.002
-0.0300796	-0.0041294	0.002
-0.0301552	-0.00483542	0.001
-0.0301552	-0.00553106	0.001
-0.0301552	-0.0062267	0.001
-0.0302308	-0.0069397	0
-0.0302308	-0.00763708	0
-0.0303064	-0.0083553	-0.001
-0.0303064	-0.00905443	-0.001
-0.0303819	-0.00977789	-0.002
-0.0303819	-0.0104788	-0.002
-0.0304575	-0.0112074	-0.003
-0.0304575	-0.0119101	-0.003
-0.0305331	-0.012644	-0.004
-0.0306087	-0.0133814	-0.005
-0.0306842	-0.0141223	-0.006
-0.0307598	-0.0148666	-0.007
-0.0308354	-0.0156145	-0.008
-0.030911	-0.0163658	-0.009
-0.0309865	-0.0171207	-0.01
-0.0310621	-0.017879	-0.011
-0.0312133	-0.0186861	-0.013
-0.03144	-0.0195471	-0.016
-0.0304918	0.0129962	-0.013
-0.0301964	0.0121572	-0.009
-0.029975	0.0113602	-0.006
-0.0298273	0.0105999	-0.004
-0.0296796	0.00984656	-0.002
-0.029532	0.00910018	0
-0.0294581	0.00838179	0.001
